	SNF2_14	SNF2_15	SNF2_31	SNF2_33	SNF2_42	SNF2_44	WT_02	WT_18	WT_20	WT_39	WT_42	WT_45
YDL174C	2725	2432	2351	3106	1918	2534	1332	1435	1291	1189	1351	1947
YDR080W	455	175	183	471	220	342	301	311	180	176	273	329
YDR503C	359	317	261	427	264	370	193	183	148	135	182	230
YDR069C	412	279	224	480	251	490	334	363	196	236	305	352
YDR047W	1886	1351	1136	2373	1302	1773	1353	1124	970	1032	1105	1766
YDR215C	26	30	27	32	28	25	13	22	10	23	14	23
YDR267C	947	798	789	1241	604	777	684	588	510	584	551	1064
YDR142C	463	354	355	627	315	592	312	330	207	220	219	390
YDL212W	2323	1784	1768	2972	1537	2152	1703	1492	1163	1381	1501	2219
YDR249C	181	78	67	187	83	173	184	162	62	70	123	156
YDL209C	321	220	242	476	199	298	215	180	127	178	152	306
YDR044W	1120	1263	1282	1437	958	1020	3152	1971	1885	3122	1961	5076
tK(UUU)D	0	0	0	1	0	3	1	2	0	0	1	2
YDR311W	700	481	450	852	488	663	445	395	274	345	389	551
YDL159C-B	0	0	0	0	0	0	0	0	0	0	0	0
YDR222W	235	127	118	282	150	225	149	115	70	71	101	131
YDR510C-A	165	107	76	278	121	189	105	103	68	44	83	93
YDR401W	2	0	0	2	0	1	0	2	0	0	1	0
YDR207C	786	720	659	977	579	812	672	561	393	591	544	893
YDL005C	1236	700	680	1892	845	1204	847	849	486	672	819	1093
YDR295C	482	223	248	647	318	553	388	416	166	252	364	469
YDR543C	0	0	0	0	0	0	0	0	0	0	0	0
YDL208W	2084	1501	1623	2948	1379	1952	2462	1982	1370	2123	1791	3557
YDR135C	2743	2388	2284	3523	2336	2392	1826	2142	1500	1776	1940	3086
YDL114W	11	6	6	19	3	11	5	4	5	5	5	3
YDR247W	525	346	367	606	331	576	628	694	509	463	700	705
YDL197C	878	678	717	1103	607	1047	461	479	304	365	416	647
YDR229W	1060	777	857	1313	747	1087	685	714	524	633	616	938
YDR095C	7	6	5	2	6	3	4	3	2	1	3	1
YDR027C	1140	649	603	1291	660	1036	675	738	438	518	714	925
YDL106C	851	735	773	1086	614	907	535	505	449	480	537	727
YDR404C	853	633	642	1139	680	1034	786	746	573	590	665	909
YDR256C	328	298	270	430	237	386	297	265	201	196	220	384
YDR518W	1148	820	700	1408	742	1110	608	581	448	502	587	772
YDR055W	727	600	598	866	569	845	1884	2311	2314	1914	2232	2525
YDL087C	365	379	360	477	291	405	300	292	209	216	199	355
YDR177W	1610	1281	1352	2040	1178	1584	1076	1023	823	945	957	1456
YDL014W	6478	4132	4909	8761	3993	4797	7345	6179	4098	6190	5653	12065
YDR289C	624	488	383	992	465	578	474	444	332	419	469	592
YDL159W	407	288	345	450	277	449	250	256	191	208	210	336
YDR532C	337	159	153	400	174	380	211	175	117	114	196	193
YDR137W	676	417	369	799	475	692	506	429	291	343	412	553
YDL153C	1338	646	741	1918	887	1022	1360	1311	540	1201	1159	2088
YDR393W	470	256	294	566	280	513	338	319	219	227	317	414
YDR506C	483	393	436	555	376	488	202	221	181	171	183	290
YDL219W	284	124	88	351	143	263	211	203	102	106	191	173
YDL090C	609	446	345	713	459	660	345	305	233	262	268	384
YDR033W	680	670	557	901	518	615	7776	6582	4984	6626	5500	10928
YDR035W	3736	2758	2313	4502	2506	2846	2119	2193	2396	2246	2236	2993
YDR332W	446	251	224	542	274	402	313	274	159	223	243	324
YDR510W	2350	1676	1503	2795	1633	2142	1170	1251	923	1047	1150	1641
YDL055C	13949	14213	12449	16637	11419	11328	12546	13629	11103	14194	12965	23045
YDR480W	452	361	372	604	321	511	247	212	202	173	258	321
YDL103C	1062	619	634	1202	701	856	556	579	438	457	589	730
YDL085C-A	492	240	184	649	300	420	263	271	148	186	239	298
YDR350C	880	402	403	1048	454	935	542	542	312	353	467	576
YDR342C	572	361	406	501	285	552	1784	2326	2813	1621	3152	2310
YDR087C	612	405	419	920	382	633	768	603	360	601	530	1027
YDL236W	2049	1591	1549	2474	1453	1740	1422	1420	1169	1211	1226	2128
YDR012W	4738	5001	4064	5846	3902	4702	3687	3515	2963	3818	3373	5896
YDL121C	788	573	495	1059	511	746	520	398	319	386	408	612
YDR525W-A	620	499	465	846	327	812	231	161	149	154	205	189
tG(GCC)D2	2	0	1	2	0	1	5	4	1	1	4	4
YDL190C	1361	847	762	1600	907	1185	1073	1145	731	889	982	1467
YDL047W	1394	957	1060	1594	867	1422	1063	914	661	688	738	1303
YDR099W	4037	2804	2572	4899	2908	4080	2521	2829	2133	2257	2825	3318
YDR092W	1409	1429	1208	1722	1072	1655	673	637	570	573	630	948
YDR164C	805	352	383	886	503	734	547	553	347	365	506	606
YDR058C	279	194	151	325	195	303	131	119	90	97	111	133
YDL020C	1601	884	1132	1864	840	1593	1243	1072	684	813	1023	1457
YDL025C	925	680	621	1087	673	928	596	807	673	537	684	846
YDR374C	3	4	2	7	5	3	2	2	0	1	3	2
YDL207W	1129	800	836	1522	744	1241	814	675	424	615	667	909
YDR270W	443	309	263	492	280	380	419	325	149	236	210	482
YDR152W	1403	1091	1197	1751	923	1377	1283	1109	756	1062	1007	1875
YDL148C	801	289	382	1148	414	635	969	865	345	693	781	1306
tI(UAU)D	2	0	0	1	0	0	0	0	0	0	0	0
YDR379C-A	101	72	47	139	71	138	56	35	50	29	42	29
YDR218C	18	38	22	47	26	40	20	19	17	9	10	10
YDL018C	435	376	344	484	315	467	222	216	187	170	190	266
YDR507C	1266	693	737	1578	870	1111	548	517	366	473	548	813
YDL003W	502	367	390	794	436	548	225	253	214	222	231	352
YDR524C-B	28427	59193	48838	42940	25981	33209	26891	19678	25170	36899	23924	39387
YDR371W	528	246	285	641	284	497	336	286	232	202	297	328
YDR359C	1022	628	664	1295	716	1050	461	568	351	353	510	644
YDL180W	880	570	632	1129	571	800	490	492	428	395	502	642
YDL133W	885	655	640	1151	569	1001	585	551	347	437	474	682
YDR335W	3096	1715	1681	3978	2061	2725	1451	1624	1118	1150	1483	1862
YDR351W	1096	551	617	1335	645	1206	727	609	397	461	663	807
YDL150W	320	182	274	583	233	358	499	360	169	299	313	642
YDL177C	289	377	394	474	231	313	230	170	136	199	169	335
YDR171W	3279	3970	2798	4067	3071	3400	3288	3865	3615	3170	3617	4217
YDR364C	312	246	209	404	187	273	330	272	168	223	248	431
YDR309C	1193	957	1016	1522	817	1264	675	537	407	504	498	911
YDL239C	243	73	96	332	117	221	161	178	103	101	175	138
YDL228C	55	4	5	62	29	30	49	52	12	2	29	39
YDL156W	192	151	178	208	129	151	97	110	92	93	117	195
YDL016C	214	224	220	290	183	267	197	142	111	160	172	234
tX(XXX)D	0	0	0	0	1	0	0	1	0	0	0	0
YDR524W-C	5254	755	779	7191	2190	4868	3748	2992	987	747	2659	1514
YDL085W	201	153	143	177	131	168	40	70	82	47	62	70
YDR300C	1082	735	777	1369	658	993	1125	924	639	843	839	1465
YDL168W	1090	624	658	1277	620	907	850	908	585	645	799	1291
YDR360W	17	6	13	11	8	16	6	5	8	7	10	9
YDR195W	454	200	215	565	221	465	348	268	141	198	235	315
YDR321W	1715	1197	1186	2098	1075	1470	1515	1370	1001	1307	1271	2237
YDR237W	460	330	300	589	300	520	458	416	349	320	387	524
YDL127W	280	239	261	372	224	342	178	114	115	114	113	178
YDR107C	528	366	361	772	381	532	327	331	251	260	318	407
YDR472W	451	361	341	577	367	521	455	396	258	316	360	565
YDL030W	460	241	295	557	254	462	379	292	160	215	262	436
YDR468C	673	728	546	969	514	774	544	511	450	432	473	708
YDL084W	5511	3698	3285	6482	3782	4623	4087	4433	2960	3705	4045	6097
YDL203C	562	314	303	617	342	491	416	386	247	299	336	515
YDL025W-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR285W	296	88	106	384	131	306	223	193	105	130	200	175
YDL229W	3444	2956	2763	3720	2088	2096	4790	4894	3747	5861	4086	9354
YDR329C	1368	916	894	1584	895	1432	786	706	586	562	615	848
YDR034C	647	364	272	724	412	599	455	466	335	359	414	598
YDR009W	255	178	142	247	156	256	86	119	80	72	97	107
tS(AGA)D2	0	0	0	0	0	0	0	0	0	0	0	0
YDR488C	309	240	288	358	242	235	249	241	204	225	219	450
YDR103W	687	453	394	906	437	678	559	530	359	352	406	607
YDR336W	364	232	203	437	216	376	334	258	167	200	251	374
YDL101C	325	196	224	397	218	284	200	230	160	162	194	262
YDR162C	597	522	513	932	443	640	405	427	320	358	374	575
YDR312W	261	143	195	417	138	252	273	230	140	251	198	402
YDL061C	3334	6288	5052	4683	3093	4647	5021	2966	3640	3959	3143	5246
YDL040C	2281	1009	958	2665	1367	1887	1408	1474	825	1156	1428	1782
YDR145W	1676	1187	1196	2346	1205	1689	1118	1141	754	1025	1063	1602
YDR124W	248	120	120	247	131	247	134	145	91	79	115	194
YDL231C	1114	751	724	1230	629	1036	755	725	447	640	639	1015
YDR190C	2264	1890	1990	3240	1723	2031	2178	2058	1344	1969	1968	3587
YDL064W	648	331	309	760	399	660	489	452	279	303	431	537
YDR463W	845	729	690	1073	704	929	579	532	408	436	506	773
YDR491C	52	32	30	52	16	54	83	64	24	26	40	53
YDR449C	168	94	103	279	81	159	300	205	101	198	183	402
YDL035C	1592	1027	945	1949	1065	1508	752	797	485	561	631	935
YDR074W	5270	4634	3074	5360	3675	4807	6520	7677	5185	4949	6135	7446
YDR525W	5	2	1	5	3	6	3	4	1	0	0	2
YDR257C	636	276	280	614	310	487	476	435	240	330	393	504
YDR402C	20	9	7	22	9	11	15	9	10	8	7	12
YDR450W	10184	11170	9002	12937	7666	9603	11299	9623	8065	11683	9610	15482
YDR376W	724	356	341	743	379	646	364	412	300	313	397	480
YDR161W	780	342	395	1024	439	686	896	703	412	584	639	1122
YDR090C	659	506	489	870	451	664	460	421	344	335	353	572
YDR189W	1250	802	802	1545	862	1206	882	929	571	751	817	1255
YDR524C	544	367	387	654	339	566	567	449	321	326	403	584
YDL237W	1036	681	572	1086	655	1052	636	639	504	453	640	729
YDR188W	4366	4168	4021	5304	3128	3667	3176	3226	2658	3226	2979	5411
YDL133C-A	5212	3207	2633	5958	3002	4666	4238	3062	2291	3239	2931	3319
YDR531W	1032	523	489	1201	563	1000	723	651	453	478	618	763
tG(GCC)D1	0	0	0	0	0	0	0	0	0	0	0	0
YDR226W	7045	5842	4957	8453	5034	6361	5117	4654	4029	4580	4366	7176
YDL054C	719	693	593	852	586	662	364	446	423	351	381	500
YDL205C	1065	466	459	1226	568	782	710	762	450	584	713	1047
YDR537C	3	2	1	10	1	6	5	2	0	6	5	3
YDR496C	696	261	321	1006	329	620	1065	877	322	700	783	1381
YDR313C	404	360	340	616	281	458	243	224	163	177	209	295
YDL108W	404	321	328	492	286	343	369	332	223	259	235	437
tV(CAC)D	0	0	0	0	1	1	0	1	0	0	1	0
YDR340W	1	1	4	1	2	2	1	0	1	0	3	4
YDL147W	3404	1634	1532	4372	2142	3177	1852	2268	1317	1408	2086	2190
YDL081C	11182	6827	5920	13565	6352	10661	10249	7948	6161	7241	8536	10562
YDR283C	981	504	519	1192	584	850	571	627	392	517	594	889
YDR261C	1215	870	917	1471	904	1028	901	1007	680	798	815	1500
YDL211C	274	234	224	377	182	272	171	152	90	131	114	268
YDL074C	1345	640	652	1878	754	1394	1024	880	447	686	916	1119
YDL091C	585	403	350	669	396	671	332	353	274	278	345	376
YDR346C	3617	1754	1944	4336	1839	2769	3010	3009	1633	2288	2606	3915
YDR072C	1948	1272	1252	2409	1227	2025	2530	2428	1334	1769	1898	3257
YDR242W	345	225	221	398	228	352	236	215	176	192	221	315
YDR323C	225	139	152	279	138	235	152	135	83	110	137	178
YDR486C	795	861	712	1046	640	878	524	586	485	535	584	767
YDR420W	1136	686	724	1261	663	1107	822	822	518	656	702	1211
YDL122W	1785	1037	1178	2745	1200	1608	1437	1433	762	1197	1295	2213
YDR390C	1141	630	645	1389	718	1118	846	809	468	641	745	1006
YDR481C	1917	1915	1686	2277	1474	1892	2374	2466	2112	2371	2337	3490
YDR318W	362	223	192	420	243	410	251	235	130	141	162	263
YDL105W	168	94	104	240	145	193	107	94	61	60	93	116
YDL141W	724	435	467	841	447	646	513	491	359	418	484	714
YDR400W	361	279	244	455	247	346	293	266	177	234	238	322
YDR522C	91	38	39	108	37	109	70	53	23	25	43	49
YDL173W	933	1160	1136	1067	746	891	455	445	475	534	448	693
YDR279W	400	196	190	506	259	384	312	291	156	157	223	305
YDR281C	19	8	10	14	13	18	157	138	146	125	103	190
YDR213W	573	374	381	741	342	467	727	651	351	669	505	1126
YDR179W-A	121	64	57	156	51	110	122	115	52	57	80	141
YDR330W	1268	820	886	1353	857	1150	813	883	704	671	772	1150
YDR106W	48	17	13	53	29	62	31	28	24	23	28	41
YDL178W	988	837	698	1330	666	867	703	718	583	635	632	996
YDR484W	360	212	209	458	262	393	292	238	148	184	235	252
YDR308C	318	316	247	415	261	381	265	257	200	226	222	299
YDL192W	6545	5476	4868	7994	4736	6207	5231	4828	3916	4612	4787	7290
YDL202W	441	360	357	571	314	452	422	350	278	312	359	462
YDR146C	674	311	352	793	342	577	431	421	330	343	492	610
YDR241W	31	49	33	50	26	44	46	37	29	38	32	36
YDL158C	98	40	29	150	55	108	76	71	31	8	37	53
YDL185W	8922	6064	5011	9688	5696	6900	6337	7140	4857	5924	6155	9222
YDR251W	3125	2138	2041	3776	2165	3316	1995	2118	1394	1602	1866	2453
tL(UAA)D	2	0	0	0	0	0	0	0	1	0	0	0
YDR192C	304	267	279	377	208	347	224	205	190	203	191	289
YDR368W	1425	1196	943	1684	1082	1419	898	891	755	798	957	1196
YDR494W	752	421	406	1017	461	883	603	526	362	381	534	633
YDR399W	808	879	762	1136	610	817	2540	2018	1965	2105	1658	3598
YDR070C	107	57	62	100	48	115	65	97	81	49	93	75
YDR138W	544	181	198	614	257	444	379	334	166	288	301	384
YDR031W	222	117	145	264	102	186	154	112	87	91	89	127
YDR255C	504	274	242	604	339	526	357	356	213	221	348	364
YDL060W	707	433	427	974	443	546	1076	884	370	915	747	1874
YDR048C	1	2	1	4	0	1	1	1	0	1	0	2
YDR067C	445	356	281	513	292	445	330	323	313	250	281	330
YDR126W	224	238	244	269	207	250	194	133	170	166	130	264
YDR315C	233	178	191	284	175	253	106	125	95	83	112	139
YDL126C	14773	12472	10710	17978	11029	11676	8179	10068	7638	9331	9282	13892
YDR262W	1132	632	677	1466	618	1129	830	770	545	515	705	908
tQ(UUG)D3	0	1	0	0	0	0	0	0	0	0	0	0
YDR345C	22659	17340	18685	28551	13242	21581	37041	34977	23510	28945	31982	51747
YDR079W	280	82	77	326	134	331	152	124	74	81	138	102
YDR433W	30	7	5	36	19	40	27	29	8	7	16	10
YDL144C	1134	1382	1300	1334	911	1158	631	580	618	561	598	900
YDR306C	749	495	437	910	488	823	506	483	281	324	413	553
YDR292C	1788	1129	1136	2205	1166	1723	1377	1262	850	1053	1223	1691
YDL009C	275	146	125	376	180	295	97	91	58	53	73	104
YDR290W	0	1	1	1	0	1	3	1	1	2	5	1
YDR282C	244	117	87	264	144	216	142	161	100	118	159	184
YDR170C	2824	2098	1850	3296	2047	2246	1872	2238	1550	2039	1901	2978
YDR174W	3356	2322	2170	4344	2162	3357	2268	2111	1515	1891	2097	2926
YDL218W	72	79	81	79	58	77	41	51	57	60	45	108
YDL062W	1	1	1	3	0	4	7	2	1	5	0	0
YDL048C	998	927	936	1234	752	1040	1745	1804	1309	1667	1286	3004
YDR500C	7521	10574	8256	10707	6357	8069	7843	6417	5768	7766	5942	11549
YDR112W	49	8	19	41	21	25	20	17	5	26	14	16
YDR538W	90	48	51	95	59	82	65	46	29	25	49	64
YDL011C	0	0	0	0	0	1	1	1	0	1	0	0
YDR355C	1	1	0	0	0	0	0	0	1	0	0	3
YDR301W	873	537	571	1069	556	756	671	720	427	519	584	936
YDR412W	48	34	44	101	25	46	96	54	42	90	67	124
YDR530C	1253	1208	1148	1442	941	1350	682	665	660	589	633	1002
YDR227W	660	274	323	725	377	555	389	377	204	296	381	472
YDR041W	931	681	692	1175	629	1038	601	528	526	436	498	641
YDR015C	0	0	0	0	0	0	0	0	0	0	0	0
YDL008W	366	602	439	470	325	364	325	294	276	342	262	483
YDR234W	926	505	623	1107	476	754	1044	862	528	797	723	1471
YDR511W	327	350	298	342	267	412	209	183	198	188	194	268
YDR519W	830	540	508	1038	565	744	503	489	413	423	477	665
YDL086C-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR250C	13	5	12	10	7	8	16	9	7	6	14	11
YDR465C	1195	715	798	1635	721	937	1216	990	575	1029	871	1938
YDL001W	429	232	230	488	226	386	248	185	127	182	174	275
YDR454C	2194	1398	1215	2621	1471	1957	1884	1637	1195	1485	1574	2263
YDR013W	341	260	259	419	257	334	223	185	127	152	178	252
YDR076W	300	191	166	350	216	364	120	119	74	79	89	162
YDL095W	2956	2229	1890	3554	2087	2383	1894	2232	1451	1979	2001	3108
YDL007C-A	0	0	0	0	0	0	0	0	0	0	0	0
YDL130W	10519	12840	10653	14795	8112	12050	10832	7809	8248	9279	8407	13377
YDR100W	720	614	509	928	525	873	433	366	326	299	424	395
YDR479C	1514	1277	1270	1735	1060	1528	830	807	671	630	801	1022
tS(AGA)D1	0	0	0	0	0	0	1	0	0	0	0	0
YDL117W	1014	561	672	1280	569	1017	622	545	308	412	485	805
YDR140W	306	224	231	410	228	382	265	236	174	163	192	282
YDR381W	2296	1222	1031	2815	1203	2199	2291	2179	1385	1481	2108	2432
tQ(UUG)D2	0	0	0	0	0	0	0	0	0	0	0	0
YDR327W	660	801	844	776	572	633	403	350	415	396	335	658
YDR062W	2283	1641	1434	2847	1622	1715	1754	2041	1420	1886	1881	2964
YDR143C	803	770	841	1103	564	873	929	808	561	794	683	1530
YDL172C	0	0	0	1	0	1	0	0	0	0	1	0
YDL053C	719	508	539	970	500	836	602	536	450	424	530	729
YDR223W	192	181	180	262	166	264	176	169	109	126	154	221
YDL037C	26	28	18	26	26	19	386	294	127	347	207	615
YDL167C	259	239	233	381	195	233	612	388	212	503	298	919
YDR246W-A	81	66	104	108	50	106	55	57	45	52	65	105
YDR371C-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR517W	3366	3501	2783	3676	2600	3294	1688	1835	1703	1511	1839	2418
YDL226C	1493	1061	918	1804	1122	1393	1021	1097	791	900	1028	1482
YDR467C	70	29	36	102	47	72	47	39	17	15	38	32
YDL134C	1943	1943	1817	2394	1505	1991	1482	1475	1259	1447	1296	2147
YDR117C	884	520	496	1007	579	867	541	501	340	382	467	650
YDR314C	111	82	71	142	96	107	115	115	90	83	114	125
YDR440W	454	338	342	657	307	495	413	373	237	289	303	561
YDR303C	836	312	334	922	412	777	641	517	281	303	519	574
YDL078C	2748	2177	2024	3111	1914	2720	1791	1862	1595	1442	1757	2333
YDL238C	361	292	231	304	264	331	231	311	304	258	289	295
YDR529C	981	953	792	1160	667	1119	645	626	640	627	668	715
YDR437W	64	71	73	79	46	73	84	67	58	68	66	118
snR47	18	16	10	16	11	17	23	8	9	4	6	19
YDL196W	26	23	17	19	14	14	16	15	6	7	13	24
YDR452W	3582	2296	2066	4480	2470	3244	1591	1713	1182	1362	1819	2012
YDR445C	0	0	0	0	0	1	1	0	0	0	0	1
YDR347W	814	511	508	964	517	979	728	683	509	495	765	833
tQ(UUG)D1	0	0	0	0	0	0	0	0	0	0	1	0
YDR490C	973	695	660	1078	719	951	551	634	418	503	575	819
YDR516C	8226	7961	7249	8163	5724	7534	7035	8397	9213	7068	9210	9858
YDR509W	4	0	0	3	0	1	2	2	0	3	0	0
YDL193W	729	424	384	864	459	692	595	515	395	368	466	631
YDL137W	5520	4858	4370	6436	3972	5024	2415	2556	2283	2202	2412	3329
YDL118W	10	8	10	12	17	19	6	6	6	6	5	8
YDR235W	414	183	161	494	204	402	380	317	162	144	273	279
YDR233C	4386	3197	2918	5755	2961	5313	4279	3327	2307	2772	3181	4760
YDR388W	4328	4061	4117	4962	3519	3898	2830	2871	2981	2510	2658	4129
YDR209C	212	243	165	347	236	237	277	282	167	192	235	349
YDR049W	651	326	363	818	404	701	416	370	237	281	332	501
YDL194W	757	533	489	926	516	810	527	526	339	394	439	625
YDR021W	83	39	40	132	54	78	134	96	46	96	91	202
YDR353W	7488	6077	5980	8957	5303	6907	5118	5403	4510	4442	5036	7449
YDR051C	828	692	685	1121	675	834	531	516	327	464	472	743
YDR288W	371	223	204	455	205	399	257	228	162	184	218	274
YDR141C	1035	724	580	1235	792	1018	868	795	558	604	700	938
YDR194C	1076	416	505	1429	534	1057	1254	1140	552	774	1050	1375
YDR424C	638	762	594	745	461	663	376	375	364	400	403	450
YDR054C	2849	2056	2154	3525	1980	2777	1441	1446	1029	1246	1412	1950
YDR122W	2581	1757	1584	3172	1791	2476	1480	1807	1253	1346	1585	1988
YDR184C	131	65	98	193	48	126	344	196	63	207	144	378
YDR183C-A	21	3	9	26	5	26	28	23	5	1	9	45
YDL240W	635	292	324	778	350	607	493	410	211	320	333	548
YDR056C	1667	1414	1276	2171	1166	1649	1043	1029	816	1012	950	1464
YDR541C	530	421	360	614	362	513	271	263	209	231	275	394
YDL042C	334	201	246	461	184	378	272	268	156	165	223	381
YDR185C	265	233	266	322	198	330	253	223	177	224	197	350
YDR328C	2073	2412	2320	2746	1641	1938	1491	1414	1392	1442	1344	2246
YDR280W	985	658	694	1146	619	818	889	806	555	657	718	1259
tV(UAC)D	1	0	0	0	1	0	1	0	1	0	0	1
YDR098C	1566	942	861	2028	944	1506	954	796	571	662	852	988
YDR005C	608	401	310	798	352	771	639	590	434	364	573	571
YDR423C	775	739	594	974	661	849	437	469	381	395	478	610
YDR017C	1426	695	793	1686	773	1332	1221	1083	630	866	921	1605
YDR419W	341	217	183	389	198	302	268	212	136	182	206	305
YDR444W	480	265	301	668	271	506	450	352	200	275	293	509
YDR341C	2965	1889	1812	3502	1872	2539	2782	2616	1719	2522	2276	3844
YDR154C	667	328	315	943	539	658	615	706	383	305	705	714
YDR464W	662	340	384	842	390	585	530	473	240	393	414	701
YDR132C	463	241	176	556	291	510	234	195	116	134	184	238
YDL210W	124	61	66	127	61	138	73	58	45	42	66	76
YDR395W	881	503	495	1084	576	711	1088	941	573	902	803	1507
YDL222C	111	93	69	114	83	113	55	59	45	37	61	70
YDR372C	1975	1322	1094	2767	1305	1735	1500	1521	1077	1238	1419	1762
YDR325W	392	313	266	537	306	344	328	261	218	253	309	449
YDR216W	1650	720	775	1534	735	1482	461	553	381	345	609	494
YDR082W	218	191	160	262	142	234	167	153	128	144	135	202
YDL224C	1250	841	906	1494	786	1250	818	812	525	615	725	1194
YDR498C	741	533	615	901	516	865	498	412	327	334	355	594
YDR010C	105	71	80	113	70	106	14	16	11	10	18	17
YDR006C	1303	1065	1124	1699	899	1407	931	907	510	718	734	1382
YDR182W	1437	906	941	1782	849	1457	990	777	644	626	808	1031
YDL102W	587	264	300	731	335	463	422	391	212	321	331	560
YDL179W	242	139	163	246	142	279	252	200	133	129	185	238
YDL067C	659	676	582	958	472	791	427	355	359	369	402	389
YDR030C	144	72	69	164	70	164	100	97	74	71	92	128
YDR020C	119	106	113	195	97	134	192	148	112	139	126	208
YDR527W	585	561	530	892	520	717	510	409	297	436	353	692
YDR333C	937	548	489	1137	588	814	738	673	428	558	551	951
YDL093W	594	359	392	728	421	556	461	407	258	325	392	613
YDL043C	249	170	157	311	139	233	243	234	134	204	212	300
YDR139C	543	524	430	736	397	554	387	315	274	343	348	522
YDR322C-A	719	508	416	962	449	790	432	428	439	372	428	536
YDL130W-A	658	506	410	681	467	704	334	390	359	277	374	319
YDR210W	0	0	0	0	0	0	0	0	0	0	0	0
YDR260C	653	652	629	905	552	664	348	298	214	277	221	460
YDL017W	357	261	225	454	212	370	222	218	122	147	181	279
YDR073W	827	886	806	1025	614	963	930	814	704	656	723	1130
YDL069C	122	64	55	163	79	145	99	68	49	31	60	72
YDR455C	1	1	1	1	0	1	0	1	0	1	1	2
YDR461W	414	378	371	565	368	566	859	587	472	621	589	898
YDR435C	922	841	653	1069	643	922	600	613	637	577	546	731
YDL063C	165	59	74	209	78	133	302	236	79	178	184	444
YDR121W	519	370	450	824	374	502	423	428	256	294	429	666
YDR178W	1437	1297	1078	1808	1052	1786	841	890	874	636	772	954
YDL013W	932	718	627	1160	625	935	624	608	402	464	518	872
YDR534C	945	989	829	1117	694	933	673	771	549	597	647	996
YDR392W	843	586	535	988	545	758	470	500	350	381	439	666
YDR034C-A	12	15	14	14	15	24	24	11	8	4	22	29
YDL132W	2316	1788	1635	2858	1693	2201	1364	1542	1166	1182	1440	1803
YDR535C	30	35	32	48	20	29	15	10	12	8	19	25
YDR202C	400	276	248	462	285	443	302	319	201	202	256	310
YDL050C	41	35	38	78	37	51	44	44	28	42	42	59
YDR524C-A	6	7	3	8	6	13	3	2	0	2	1	0
YDL109C	213	196	185	213	152	196	166	153	123	156	119	255
YDR211W	1664	1057	1075	2252	1151	1386	1241	1257	747	1016	1000	1893
YDR110W	341	188	183	440	223	310	302	247	167	246	209	425
tG(CCC)D	0	0	0	0	0	0	0	0	0	0	0	0
YDR274C	183	150	180	247	133	161	254	257	258	235	290	471
YDR167W	801	847	752	1056	669	746	592	534	488	470	511	917
YDR156W	423	352	385	604	270	498	377	301	201	273	241	514
YDL223C	744	446	510	795	465	669	337	418	326	313	335	563
YDR075W	306	201	227	367	175	327	256	172	93	143	133	287
YDR039C	0	0	0	0	0	0	0	0	0	0	0	0
YDL088C	968	699	716	1257	612	1084	786	651	510	579	612	904
YDL129W	104	68	71	137	56	114	103	55	50	100	56	150
YDL215C	1832	884	959	1858	884	1649	1097	1090	799	694	1128	1205
YDR297W	2504	1914	1894	3031	1610	2337	2470	2078	1370	2092	1855	3591
YDR131C	226	104	116	254	130	229	144	148	105	90	137	174
YDR230W	33	19	16	47	14	52	23	20	22	8	22	11
YDR348C	2399	1785	1998	3191	1811	2558	1490	1387	1012	1142	1295	2089
YDL169C	476	375	390	540	301	552	126	133	168	117	167	133
