	SNF2_06	SNF2_15	SNF2_31	SNF2_33	SNF2_42	SNF2_44	WT_22	WT_18	WT_20	WT_39	WT_42	WT_45
YKL019W	941	1417	1219	1510	985	1246	1015	867	790	865	819	1442
YKL184W	1713	776	900	1974	832	1272	1447	980	645	679	850	1409
YKR029C	712	253	304	723	368	544	811	305	197	244	306	395
YKL176C	848	698	511	1240	578	892	1083	772	509	653	606	1071
YKL033W-A	1640	1255	1063	2158	1265	1629	1234	955	789	723	875	1189
YKL090W	293	210	194	339	171	356	369	202	147	146	191	248
YKR041W	66	66	66	59	48	58	45	21	15	19	16	32
YKL010C	899	741	668	1274	744	998	1323	860	567	618	718	1045
YKL032C	17700	3500	3534	4276	2301	3897	5472	1847	1544	1889	1812	3248
YKR051W	850	622	655	1159	625	941	823	602	442	386	486	706
YKR098C	2070	607	582	1368	699	1200	911	584	404	349	502	631
YKL175W	3328	1698	1790	2515	1304	1970	1860	1065	905	1079	989	1694
YKL120W	524	530	525	852	446	666	729	493	406	459	431	810
YKL222C	574	156	116	420	196	334	423	194	111	111	175	248
YKL092C	598	297	251	731	313	574	634	384	183	239	399	407
YKL068W	1650	495	568	1166	497	908	1648	726	368	648	557	1039
YKR009C	1010	489	408	667	402	617	673	362	333	247	320	450
tA(AGC)K2	0	0	0	0	2	2	1	1	0	0	0	1
YKR028W	2417	1255	1314	2453	1245	1737	2490	1438	974	1309	1306	2151
YKR076W	1597	963	942	1244	845	1229	444	326	349	225	315	365
YKR106W	129	68	46	105	64	90	64	33	25	25	25	39
YKL197C	1114	320	357	639	348	494	511	376	233	300	358	480
YKL152C	4811	13475	10546	18243	10605	13954	22045	17779	15587	16969	18030	24852
YKL093W	637	243	269	395	239	384	405	238	163	192	204	344
YKL080W	1468	1866	1776	3707	2019	2838	2987	2225	1507	1689	2041	2765
YKL185W	2351	1018	938	1301	735	1117	2194	1349	757	1185	1155	1962
YKR081C	582	493	550	1389	495	777	1980	819	460	815	806	1693
YKR035C	2	15	12	8	5	14	1	3	6	8	7	11
YKL101W	4524	804	954	2578	1202	1752	2369	1314	716	999	1274	1601
YKR008W	2030	417	455	1013	482	859	1317	601	369	348	562	696
tW(CCA)K	1	0	0	0	0	0	2	0	1	0	2	0
YKL056C	1346	21545	20001	20532	12522	13848	12311	15907	16743	24155	17100	32940
YKL156W	445	1189	1086	1545	912	1266	1509	1055	835	1056	971	1789
YKL162C	797	177	193	371	202	397	353	121	72	87	134	151
YKL192C	2755	1738	1669	2016	1212	2384	2570	1118	1262	984	1167	1485
YKR064W	915	287	264	661	317	488	652	317	200	223	299	451
YKL017C	688	385	356	668	415	584	652	332	230	296	318	415
YKL204W	6112	818	914	1666	951	1358	1842	933	598	670	873	1277
YKL190W	1613	1438	1531	2165	1110	1627	1494	949	886	823	931	1269
YKL211C	979	1456	1351	2038	1210	1592	1220	958	964	996	951	1428
YKL115C	105	21	21	48	25	35	25	17	8	12	11	24
YKL107W	251	89	105	160	85	134	95	46	42	37	40	63
YKL127W	1631	1120	972	1683	952	1375	1647	1142	912	985	989	1408
YKL165C-A	2	2	1	9	1	7	4	7	4	1	3	5
YKR049C	996	1129	991	857	604	999	556	386	612	418	469	552
YKL052C	1110	474	599	729	368	574	681	404	283	323	329	601
YKL053C-A	350	630	617	822	521	757	513	433	404	348	400	515
YKL121W	1308	408	358	724	403	693	581	352	267	291	316	415
tN(GUU)K	0	0	0	1	0	3	0	1	1	0	0	2
YKL050C	202	56	73	172	90	106	198	109	57	88	94	174
YKL194C	230	272	299	500	251	419	408	306	244	225	244	336
YKR037C	309	190	155	298	165	253	253	126	133	93	142	180
YKL059C	991	587	504	842	475	672	958	518	348	407	466	675
YKL205W	1353	396	339	743	401	554	1189	527	272	396	442	894
YKL137W	268	200	167	289	156	246	324	204	174	188	207	221
YKR015C	558	143	130	235	163	264	434	183	116	116	161	220
YKL146W	2349	1142	1167	1580	933	1411	1403	780	604	623	726	1006
YKR003W	1360	558	530	1027	601	860	1075	625	533	495	585	724
YKL028W	1897	1387	1536	2522	1344	1577	1873	1181	833	1228	1057	1861
YKR010C	440	221	256	578	289	427	510	258	159	178	251	407
YKL193C	625	460	406	887	454	949	720	442	365	368	446	469
tK(CUU)K	6	0	2	0	0	0	0	1	0	0	0	0
YKL212W	2450	1869	1567	2587	1724	1926	2893	1990	1508	1864	1806	3002
YKL147C	8	1	3	2	1	2	1	2	2	0	0	1
YKL054C	8551	2433	2583	3375	1853	2386	6932	3016	2165	2948	2928	5014
snR38	1	2	1	7	4	8	12	4	2	1	0	8
YKR096W	4231	811	914	1700	967	1470	1620	778	468	549	701	936
YKL006C-A	298	215	167	365	187	289	307	174	131	142	174	206
YKL164C	7183	4465	4191	4977	3134	4751	9533	4668	3885	3642	3950	6875
YKL145W-A	0	0	0	0	0	0	0	0	0	0	0	0
YKL026C	137	187	168	311	166	346	192	190	135	119	148	160
YKL044W	257	32	35	72	27	51	244	70	32	58	54	101
YKL089W	388	193	177	304	176	226	244	123	108	135	130	204
YKR077W	1429	332	313	581	323	477	512	163	159	147	168	203
YKR095W-A	210	290	243	413	241	388	304	153	127	138	138	221
YKL079W	1084	468	443	1182	567	962	1028	684	374	465	645	792
YKL161C	919	358	382	645	340	583	363	233	179	148	220	244
YKL159C	589	306	264	521	316	392	392	276	251	231	232	333
YKR030W	1241	360	378	798	415	685	925	411	252	194	316	428
YKL037W	218	295	335	421	281	458	98	80	67	62	89	106
YKL042W	471	285	306	530	247	547	502	199	151	172	228	247
YKR020W	494	312	220	549	289	532	402	273	206	179	242	274
YKL012W	1824	531	539	1355	639	1101	1305	667	427	425	645	743
YKL106W	610	306	365	548	325	467	614	267	232	232	264	450
YKR075C	16851	4540	4939	6793	3408	6849	7828	3032	1907	2537	2458	4977
YKR065C	1028	903	767	1090	749	951	747	662	646	615	697	951
YKL043W	3845	1065	1091	1202	711	1014	3569	1594	1135	1697	1414	3218
YKL045W	569	666	662	1048	577	828	493	357	228	289	366	453
YKR060W	197	64	61	142	67	112	378	138	64	136	114	208
YKL085W	1338	3636	3178	3558	2559	2805	2227	2417	2685	2291	2438	3112
YKL165C	918	258	298	635	350	497	816	446	259	302	396	528
YKL003C	558	344	340	505	309	524	544	299	248	281	289	425
YKL072W	241	246	291	549	282	438	502	332	165	253	259	396
YKL177W	1	0	2	3	1	3	1	0	0	0	1	0
YKL186C	1285	843	859	1092	569	992	1246	518	472	489	532	726
snR64	11	15	9	13	10	19	14	6	16	16	13	31
YKR032W	0	0	0	0	0	0	0	0	0	0	0	0
YKL132C	124	202	177	226	151	208	194	142	83	130	122	175
YKL223W	0	0	0	0	0	0	0	0	0	0	0	0
YKL078W	79	42	53	140	39	102	313	185	67	198	131	442
YKL001C	372	451	404	717	360	522	317	226	237	214	190	253
YKR040C	2	0	0	1	0	0	0	1	0	0	0	0
YKL046C	1620	2906	2744	3800	2477	2721	2012	1878	1529	1672	1664	2753
YKR017C	1127	418	428	726	354	670	665	363	252	286	287	469
YKL058W	360	728	643	1272	616	992	764	641	474	505	555	848
YKL208W	177	380	310	349	269	366	242	188	192	194	163	232
YKR005C	77	58	56	122	43	76	142	39	32	54	62	97
YKR034W	6	3	4	4	3	1	5	2	1	2	0	1
YKL060C	65381	166349	139592	184999	117508	129107	131718	115847	113638	136687	115083	202324
YKL030W	1	0	0	10	1	5	4	7	0	1	0	0
YKL162C-A	38	53	61	69	34	63	11	8	7	10	3	5
YKR091W	2695	909	885	1152	636	1257	2382	1240	1145	820	1273	1449
YKL096C-B	269	7	16	33	6	22	30	6	4	6	7	6
YKL171W	2045	632	650	984	597	973	871	558	397	441	530	715
YKL025C	2160	596	579	1116	593	954	1253	719	441	526	555	858
YKL023W	1355	550	482	1109	600	814	638	383	280	276	369	439
tR(UCU)K	0	0	1	3	0	0	0	2	0	0	1	2
YKL215C	1606	482	501	964	548	778	751	555	369	371	481	650
YKL136W	8	14	7	36	13	34	22	11	9	7	11	16
YKL033W	431	224	205	441	225	306	445	279	166	237	246	355
YKR023W	1804	492	511	1055	491	731	850	376	305	354	417	568
YKR067W	1103	905	866	1964	936	1835	1561	1140	802	707	1022	1077
YKL098W	751	740	784	1210	657	992	884	614	568	511	574	870
YKL114C	834	462	465	1178	538	905	927	512	319	374	490	667
YKL145W	7953	4701	4328	7327	4580	4933	5065	3721	3032	3029	3321	4973
YKL057C	875	532	606	1207	583	1020	1318	728	399	445	623	923
YKL106C-A	2	2	0	5	0	4	1	0	2	2	2	1
YKL128C	1459	1328	1138	1468	974	1059	1144	856	731	881	738	1534
YKL008C	325	930	915	1741	875	1426	1469	1310	790	964	1202	1721
YKL029C	1454	1038	742	954	694	577	1657	939	1046	1588	861	2017
YKR047W	24	17	13	168	78	108	91	79	21	27	80	49
YKL066W	691	96	81	386	135	378	346	168	98	61	149	105
YKL119C	58	202	168	350	196	292	215	224	157	165	207	265
YEL041W	183	201	178	268	173	240	182	133	106	112	130	126
YER011W	411	135	135	267	118	194	4224	1912	1297	2258	2052	4756
YER158W-A	17	29	15	55	41	42	35	37	32	30	38	47
snR53	1	1	0	1	2	3	1	3	2	1	1	3
YER056C-A	2776	4176	3903	5370	3390	4653	6297	3549	3022	3364	3193	5657
YEL067C	604	138	159	125	81	109	133	73	44	69	49	104
YEL054C	307	1574	1247	2154	1135	1710	2327	1559	1204	1527	1385	2245
YEL047C	689	1809	1621	2395	1419	1864	1503	1368	1258	1270	1337	2107
YER146W	37	111	91	148	91	189	85	55	44	62	67	77
YER159C	2137	605	539	682	400	508	1459	543	537	530	482	768
YER084W	298	73	77	98	62	107	50	28	18	30	30	54
YER183C	172	402	387	650	349	507	381	322	251	248	297	416
YEL009C-A	1	1	1	2	1	2	2	2	0	1	2	0
YEL059C-A	184	128	142	193	104	177	145	48	102	61	76	89
YER172C	859	572	597	1233	609	966	1351	851	480	637	810	1205
YER092W	1116	800	631	784	579	604	562	291	314	355	291	407
YEL008C-A	0	0	0	0	0	0	0	0	0	0	0	0
YEL032W	1275	923	960	1512	828	1151	1162	877	544	842	714	1382
YEL010W	2	0	0	0	2	2	3	0	0	1	0	2
YEL040W	4113	3062	2817	3606	2240	2226	8524	4530	4802	5987	4244	8682
YEL059W	295	89	86	113	33	102	85	42	34	38	39	53
YER105C	897	698	627	1426	794	1020	1637	1022	584	802	907	1406
YEL053C	988	354	333	850	442	570	1097	516	284	381	465	637
YEL046C	1677	2734	2354	3487	2106	2571	4256	2949	2438	2921	2843	4778
YER137C	58	26	22	50	35	33	25	18	10	13	16	30
YER013W	831	414	401	827	426	641	690	345	223	294	334	563
YER147C-A	221	56	59	179	67	100	205	131	64	110	78	118
YEL036C	4585	1661	1761	2521	1276	1858	2412	1411	986	1325	1248	2358
YER094C	2322	3513	3595	4931	3123	3297	2802	2695	2279	2161	2353	3865
YER038C	76	60	56	125	84	122	215	147	64	82	95	139
YEL034W	0	0	0	0	0	0	0	0	0	0	0	0
YER144C	2415	1006	773	1440	919	1228	1703	1051	610	759	750	1159
YER069W	317	653	518	844	599	640	411	302	403	292	328	344
YEL066W	352	616	525	642	512	597	157	152	149	118	144	271
YER161C	4165	756	849	1692	787	1195	1806	750	541	718	708	1105
YER131W	9831	6387	5553	10203	5535	7565	17030	7732	5682	7338	6513	12370
YER027C	2392	1060	891	1299	867	1035	1507	884	724	749	817	1163
tH(GUG)E2	1	3	1	4	0	1	10	3	1	4	1	0
YER088C-A	111	88	105	172	77	146	148	88	89	63	92	127
YER002W	3234	634	762	2090	736	1246	2742	1029	616	932	949	1577
YEL062W	475	199	204	371	247	332	412	201	134	155	217	276
YEL074W	91	15	24	33	12	25	39	10	13	13	13	24
YER142C	483	323	275	795	377	654	463	347	225	200	351	253
YER035W	2064	612	542	849	486	754	1107	472	389	435	489	616
YER145C	2645	4727	4440	6386	3475	4385	3190	2721	1518	2058	2181	3937
YER176W	1558	895	842	1509	822	1154	1573	791	562	715	776	1126
YER071C	123	124	94	249	118	207	205	130	102	84	108	133
YER150W	1805	616	560	568	419	627	1578	639	1367	1106	528	941
YER177W	13561	11686	9313	14550	9762	11674	14473	9376	7554	8080	8886	12279
YER123W	1060	418	402	859	380	605	981	482	359	387	421	642
YEL018W	551	160	189	396	220	284	289	135	84	115	123	205
YER116C	1102	455	467	614	367	481	509	342	264	288	273	471
YER043C	4181	8843	9182	10530	6092	7012	8827	7083	7190	8046	6486	13852
YEL004W	129	110	107	252	139	207	278	168	117	105	154	189
YER141W	990	1197	1105	1967	1159	1506	1459	1394	970	1085	1198	1676
YER170W	348	219	232	312	183	283	308	171	138	152	142	234
YER047C	2424	672	665	1267	687	989	903	414	265	350	365	601
YER132C	818	339	340	671	328	537	967	386	255	343	314	631
YEL068C	304	283	225	337	178	296	281	125	117	141	133	223
YER080W	2385	908	801	1979	1085	1459	1636	967	628	612	800	1006
YER052C	927	1425	1269	2151	1094	1509	2227	1594	1660	1540	1622	2163
YER070W	566	571	619	998	541	583	1383	861	580	869	749	1758
YEL007W	3915	1061	1047	1596	1009	1394	2622	1127	798	899	989	1634
tE(UUC)E2	0	2	0	1	0	0	0	0	0	2	0	0
YER068C-A	26	3	2	4	1	1	0	2	2	1	1	0
YER115C	204	308	301	589	296	532	502	294	198	188	280	407
tS(AGA)E	0	0	0	0	0	0	0	0	0	0	0	0
YER076C	311	372	360	453	274	364	313	260	228	222	220	401
YEL021W	0	0	0	0	0	0	0	0	0	0	0	0
YEL026W	543	2259	2720	3931	1943	2712	2436	2412	1755	2398	2022	4382
YER040W	1706	509	459	702	438	663	693	393	319	350	379	510
YEL016C	555	404	378	616	363	429	646	385	289	331	338	576
YER012W	4010	2069	1857	3142	1859	2506	2874	1751	1384	1351	1522	2116
YER190W	4	2	2	3	5	1	5	6	7	4	5	6
YER185W	87	31	34	81	35	71	52	35	39	27	24	36
YER189W	0	0	0	0	0	0	0	0	0	0	0	0
YEL060C	5015	6189	4790	7203	4613	5747	4944	4350	4060	3914	3920	4996
YEL052W	1634	1369	1235	1920	1092	1576	1519	1015	884	815	880	1343
YER149C	148	81	63	133	77	87	184	95	48	95	83	140
YER111C	1047	226	263	721	402	471	525	276	157	181	289	311
YER081W	6813	9902	7498	12094	8154	7815	1042	717	616	690	665	1299
YER010C	1199	817	805	1023	638	870	797	447	401	358	417	598
YER018C	709	1256	1494	1194	829	978	571	524	686	540	545	951
YEL076C	0	0	0	0	0	0	0	0	0	0	0	0
YEL018C-A	0	0	0	0	0	0	1	0	0	1	0	0
YER072W	2179	1853	1940	2518	1688	1873	3897	2909	2834	2558	2882	4535
YER093C	855	422	415	884	542	759	965	490	295	390	445	688
YER178W	2003	6542	5876	8622	5540	6626	4207	4366	3538	3654	3937	6130
YER030W	5036	968	842	2045	877	1470	1574	737	478	634	727	838
YER128W	100	85	71	121	56	104	133	54	56	66	44	113
YER003C	1846	1181	1108	2163	1185	1622	1909	1367	906	1047	1230	1743
YER163C	845	1083	876	1141	800	985	598	549	587	506	530	770
YEL005C	958	190	171	323	153	303	447	173	110	125	160	186
YER173W	463	261	267	474	217	314	444	199	141	156	183	300
YEL065W	201	408	376	803	394	604	1537	1379	593	802	938	1916
YEL055C	731	504	532	1239	554	817	1420	967	448	734	834	1484
YER029C	2345	560	630	1084	498	982	1284	437	338	374	545	667
YER089C	1904	1791	1864	2500	1664	1893	1829	1544	1328	1499	1550	2431
YER179W	833	173	161	239	139	254	243	134	115	103	170	174
YEL011W	2337	4657	3860	5890	3852	5302	3682	5479	4191	3386	5026	5013
YER166W	2574	1700	1762	2687	1543	2010	1979	1413	1041	1237	1368	1937
YER061C	289	498	282	396	373	362	372	344	420	361	288	428
YER082C	473	298	417	808	329	454	1093	601	315	590	467	1185
YER118C	1925	856	799	1343	752	1034	1339	661	429	566	640	1034
YER152C	753	1477	1490	1825	1334	1358	989	811	712	727	725	1254
YER107C	695	886	910	1388	757	977	1032	845	633	732	747	1455
YER020W	2322	1965	1556	1868	1488	1701	2096	1746	1479	1349	1275	2169
YER125W	1694	1724	1644	2936	1386	2122	2235	1807	1435	1581	1505	2504
YER122C	5913	1313	1375	2877	1384	2093	4258	1955	1185	1517	1792	2404
YER038W-A	10	0	0	0	0	2	5	0	0	0	0	0
YER057C	2540	2406	2142	2386	1722	2118	2113	1349	1397	1493	1360	2267
YEL033W	42	61	42	450	114	388	294	369	107	129	389	217
YER006W	641	781	865	1952	823	1168	2225	1364	762	1361	1242	2392
YER007W	75	53	66	163	56	150	122	105	41	59	61	96
YER078W-A	47	4	5	11	5	12	10	1	2	4	3	3
tA(UGC)E	0	0	0	2	1	0	0	0	0	0	0	0
YEL002C	1539	2283	1881	3503	1972	2623	2676	1692	1246	1436	1656	2269
YEL064C	408	279	214	395	203	363	289	212	126	181	202	249
YER103W	580	414	414	669	401	639	585	459	432	408	413	555
YER007C-A	839	954	915	1531	875	1162	1389	831	628	752	736	1228
snR80	2	2	1	1	3	5	7	12	4	2	4	6
YER093C-A	414	244	245	271	192	326	293	148	135	118	137	207
YER120W	6607	1971	1992	3515	2047	2862	3412	2006	1377	1528	1710	2668
YER033C	1708	304	248	507	348	451	606	359	235	254	303	354
YER054C	677	476	530	730	414	663	498	354	355	200	385	321
tV(AAC)E2	0	0	0	0	0	2	0	0	0	0	0	0
YER164W	3766	882	986	2188	1109	1638	2019	1128	650	789	985	1465
YER139C	258	121	90	217	115	173	208	111	76	92	116	118
snR52	1	1	0	1	1	5	3	2	0	0	5	0
YEL042W	1533	1196	1195	2480	1375	1649	1741	1420	786	1072	1182	2029
YER190C-A	0	0	0	0	0	0	0	0	0	0	0	0
tS(UGA)E	0	0	0	6	3	1	3	3	3	0	2	2
YER008C	2839	1156	1183	2054	1135	1532	1727	1097	609	843	1007	1456
YER114C	2023	923	930	1571	894	1065	1485	933	460	772	758	1363
YER034W	766	283	277	446	241	365	393	190	195	162	170	268
YEL008W	146	19	19	24	17	29	18	7	9	5	9	15
YER014W	792	287	301	590	378	454	423	305	204	216	272	353
YER143W	2402	963	889	1435	929	1179	1388	943	733	656	786	1161
YER053C-A	40	6	2	7	1	11	8	4	3	5	2	7
YER028C	722	473	520	772	364	788	1312	723	277	427	497	1046
YER048C	2213	1592	1551	3256	1774	2237	1861	1343	1022	1139	1266	1831
YER044C	246	566	495	738	467	680	1245	746	694	665	802	891
YEL039C	608	489	413	607	361	585	788	461	424	388	504	444
YER053C	588	970	763	1253	810	972	2288	1981	1797	1938	1627	2253
tQ(UUG)E1	2	1	1	0	1	1	0	1	0	0	0	0
YEL034C-A	40	32	18	32	11	27	80	18	16	34	30	35
YER155C	1942	1319	1122	2886	1562	2089	2392	1664	950	1179	1528	1872
snR4	87	58	34	114	42	90	183	84	67	56	72	84
YER050C	928	491	434	978	449	819	1041	482	325	339	506	625
YER031C	1587	2307	2079	2853	1700	2175	2305	1735	1423	1522	1581	2422
YER037W	252	169	170	254	128	255	881	546	483	415	630	619
YEL049W	35	28	25	25	20	33	23	9	7	15	13	31
tQ(UUG)E2	0	0	0	0	1	0	0	0	0	0	0	0
YEL006W	374	407	352	733	408	581	853	491	349	373	419	654
YER100W	2250	693	674	1372	753	1030	1540	760	578	625	736	1015
YER181C	5	2	6	6	3	13	14	8	3	5	6	6
YER015W	582	148	150	316	180	351	413	309	223	184	281	286
YER129W	2880	792	770	1609	760	1144	1899	945	539	816	840	1399
YER172C-A	0	0	0	0	0	0	0	0	0	0	0	0
tR(UCU)E	0	0	0	0	0	0	0	0	0	0	0	0
YEL072W	163	157	140	252	133	200	190	98	62	89	93	119
YEL075C	0	0	0	0	0	1	0	0	0	0	0	0
YER048W-A	529	471	342	595	398	554	620	352	244	274	325	426
YER051W	646	207	220	427	211	354	526	235	136	169	225	257
YER171W	545	319	320	685	327	519	984	457	310	401	411	758
YER078C	718	551	613	1187	627	926	827	559	368	410	460	676
YER169W	1738	374	360	687	384	596	1128	598	390	418	417	745
YEL003W	428	302	201	550	281	386	573	356	208	284	278	425
YEL077W-A	0	0	0	0	0	0	0	0	0	0	0	0
YEL017C-A	818	2352	1740	2927	1428	2024	1625	1592	1397	2037	1643	2015
YER133W	3297	1490	1397	3884	1696	2775	3002	2086	1231	1505	1919	2181
YER152W-A	2	0	1	4	0	0	2	0	0	2	1	1
YER060W	381	578	494	796	457	615	680	500	442	514	386	751
YER186C	297	307	277	747	403	548	543	466	299	336	412	516
YER188W	100	241	249	234	144	184	162	113	119	164	88	216
YEL045C	63	130	91	99	45	72	182	64	76	141	104	96
YER022W	1097	540	482	1050	543	773	1079	490	304	402	494	727
YER148W-A	0	0	0	20	3	4	2	4	0	0	3	2
YER157W	559	214	234	538	306	466	658	353	177	250	304	413
YER014C-A	0	0	0	0	0	0	0	0	0	0	0	0
YEL076C-A	0	0	0	0	0	0	0	0	0	0	0	0
YEL038W	899	1513	1464	2034	1258	1759	1027	860	816	845	863	1287
YER066W	158	230	238	370	179	330	208	210	169	155	182	231
YER098W	986	471	460	981	580	797	769	498	292	337	445	560
YEL035C	26	20	21	29	21	24	9	10	3	8	3	9
RPR1	29	29	22	37	17	28	79	85	129	39	38	55
YER063W	1509	946	877	2444	1081	1900	1621	875	694	611	799	1015
YER127W	379	150	196	385	120	208	643	285	187	333	272	655
YER154W	1750	1024	1085	1622	884	1321	1752	875	719	745	814	1320
YER032W	1065	230	222	475	233	433	633	245	152	216	235	336
YER180C-A	23	56	49	74	53	51	55	68	43	58	62	102
YEL071W	3965	4249	5087	9142	3738	6202	2786	2132	1631	1708	1901	2790
tK(CUU)E2	0	0	0	0	0	0	0	0	0	0	0	0
YEL057C	150	42	30	104	34	97	81	37	23	23	45	32
YEL069C	76	20	20	29	23	25	70	39	22	27	31	59
YEL043W	3244	1435	1483	1764	1094	1530	1926	942	737	869	902	1441
YER096W	106	43	39	87	54	64	56	21	34	38	33	55
YER017C	2036	1271	1379	2196	1167	1740	1772	1132	814	900	1035	1576
YEL019C	132	42	35	59	39	56	114	34	31	38	26	56
YER009W	795	2991	2515	3549	2217	2925	2872	2309	2091	2381	2359	3873
YER104W	135	142	89	179	115	154	196	91	66	94	93	134
YER067W	0	0	0	0	0	0	0	0	0	0	0	0
SCR1	220	179	191	316	77	181	502	1466	2294	102	208	138
YER044C-A	41	20	7	27	13	16	42	22	11	13	9	17
YER101C	242	177	149	293	168	255	254	197	117	146	139	231
YER121W	250	129	116	157	120	194	100	88	91	68	78	85
YER019C-A	788	3495	3073	3869	2516	2936	1948	1943	1758	1826	1673	2956
tE(UUC)E1	0	1	0	3	1	1	0	1	0	0	1	1
YEL050C	1081	585	540	819	435	644	572	474	393	440	442	676
YER062C	1928	1608	1268	1562	1152	1446	1432	1375	1527	1164	1329	1507
YER006C-A	6	2	5	30	7	17	12	16	5	5	16	20
YER016W	1555	1046	1041	1755	1015	987	1104	835	588	741	732	1276
YEL025C	860	537	528	1259	640	930	887	616	358	477	571	735
YER024W	550	503	698	862	380	859	421	303	219	276	284	425
YER023W	1367	3337	2993	3263	2130	2539	2211	1791	1863	1947	1696	3030
YER079W	3365	887	820	1301	799	1251	1073	528	398	451	472	572
YER136W	6568	2409	2312	4908	2520	3693	4297	2413	1711	1965	2165	2977
YER151C	3528	691	724	1531	733	1046	2259	921	555	766	812	1297
YEL029C	318	147	147	310	134	208	272	200	129	170	176	292
YER065C	1001	1069	1305	1511	782	1360	953	626	597	539	604	1021
YEL050W-A	55	18	21	44	21	46	66	21	13	14	28	25
YER085C	0	0	0	0	0	1	0	0	0	0	1	0
YER147C	400	576	632	801	450	601	475	352	271	327	309	603
YER064C	3847	1347	1497	1965	1145	1585	2815	1644	1516	1645	1603	2247
YER119C	1603	1153	1185	1295	978	1224	941	671	686	552	636	851
YEL020C-B	0	3	5	10	3	3	7	4	7	2	3	4
YER068W	4612	810	912	1434	823	1330	1935	769	539	625	709	1174
YER158C	1707	360	332	550	399	567	780	345	168	289	292	546
YER138W-A	5	2	0	5	3	6	75	18	13	5	25	19
YER130C	441	417	358	741	381	543	1067	641	348	537	534	849
YEL015W	2988	1033	940	1697	1039	1407	2170	1109	747	930	1006	1580
tK(CUU)E1	0	1	0	1	0	1	1	0	0	0	1	1
YER153C	127	176	182	221	133	128	146	169	104	156	123	320
YER137W-A	2	2	0	1	1	0	1	0	0	1	0	1
YER113C	395	478	454	861	410	610	677	502	312	383	397	730
YEL030W	253	119	110	191	131	165	211	151	109	84	119	144
YER083C	2493	1222	1130	1596	1095	1603	1363	820	786	659	738	1158
YER167W	2443	882	918	1596	773	1333	1529	928	563	746	738	1125
YEL032C-A	0	0	0	0	0	0	0	0	0	0	0	0
YEL073C	36	87	58	79	52	89	60	65	92	55	72	72
tV(AAC)E1	0	0	0	0	0	0	0	0	0	0	0	0
YER005W	511	577	541	829	484	658	952	548	392	556	473	856
YER102W	980	2100	1657	3423	1655	2453	3366	2617	1828	2958	2654	3521
YER046W	122	361	340	484	213	439	283	212	170	168	201	298
YER023C-A	0	0	0	0	0	0	0	0	0	0	0	0
YEL031W	2936	3303	3341	6151	3245	4133	5274	3743	2626	3298	3229	5269
YER075C	312	161	148	331	164	243	580	207	100	166	178	428
YER073W	2684	2730	2175	3602	2536	2564	4309	3908	3297	3498	3714	5023
YEL027W	4854	7763	6497	11256	6004	6987	6241	5778	4953	6574	5896	9118
YEL024W	309	421	378	596	412	546	467	410	370	368	418	460
YER049W	748	733	758	1573	720	924	1776	1136	644	1051	978	1925
YER175W-A	24	10	6	26	15	30	44	24	21	5	17	18
YEL037C	2473	2651	2730	4097	2342	3017	3186	2124	1833	1848	2081	3156
YER134C	227	208	181	236	164	212	252	184	136	150	136	245
YER088C	10541	5533	4453	6288	4683	5570	5477	3493	2501	3259	3146	5014
YER175C	665	189	162	418	183	345	359	199	188	155	231	202
tG(GCC)E	0	0	0	1	0	3	3	0	1	0	0	0
YER021W	3224	1635	1482	3477	1804	2759	3310	1921	1271	1341	1912	2141
YER004W	1757	2733	2549	3270	1882	2559	1404	1085	1180	961	1151	1592
YER087C-A	16	13	7	35	16	29	14	11	16	8	19	25
YEL017W	1612	571	555	867	494	700	880	455	345	373	403	594
YER106W	0	6	2	15	4	12	10	2	3	3	2	5
YER066C-A	128	143	110	253	84	247	442	194	185	173	225	150
YER117W	4417	8539	7272	12283	6794	8617	10156	7519	6225	7916	7191	12176
YER145C-A	5	17	8	14	13	9	35	15	10	6	16	22
YER076W-A	62	14	12	28	11	32	51	19	8	17	22	22
YER187W	169	297	313	373	186	268	172	111	102	98	96	191
snR14	12	9	12	30	14	39	22	21	16	10	8	12
YER046W-A	0	0	0	12	0	13	8	3	1	1	5	0
YER168C	217	310	254	625	312	496	595	395	214	315	344	498
YER124C	313	298	238	526	315	381	1227	1248	740	863	1029	1373
SRG1	101	58	51	193	68	222	580	245	132	162	274	209
YER095W	761	1656	1717	1985	1171	1640	856	785	831	714	750	1109
YEL028W	131	127	88	93	76	127	129	63	71	83	72	112
YER045C	2613	554	594	1037	488	833	1404	564	434	455	535	712
YER088W-B	0	0	0	0	0	0	0	0	0	0	0	0
YER086W	1890	2473	2298	3529	2155	2388	3129	2305	1908	2269	1917	3892
YER188C-A	57	23	14	11	13	20	16	12	6	11	4	11
YER148W	203	430	434	1117	452	849	630	551	370	472	582	735
YEL022W	753	825	845	1925	977	1266	1855	1186	573	853	1108	1612
YEL001C	4717	1719	1623	2999	1633	2362	2777	1318	1084	1199	1353	1760
YER056C	419	1405	1149	2032	1239	1371	2986	2772	2850	2744	2242	4110
YER087C-B	711	723	582	1382	631	1056	1683	684	507	558	656	737
YEL013W	1847	610	582	1221	593	973	1253	847	557	658	692	973
YER074W	717	8980	7969	11309	6001	7742	4392	6755	6189	8414	7162	11046
tE(UUC)E3	0	0	0	0	0	0	0	0	0	0	0	0
YER133W-A	22	31	33	76	40	57	43	44	33	26	32	47
