run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	sample_alias
ERR459048	SAMEA2401257	ERX425395	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459048/ERR459048.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459048	wt_sample178
ERR458884	SAMEA2401093	ERX425231	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458884/ERR458884.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458884	wt_sample14
ERR459050	SAMEA2401259	ERX425397	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459050/ERR459050.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459050	wt_sample180
ERR458885	SAMEA2401094	ERX425232	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458885/ERR458885.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458885	wt_sample15
ERR459051	SAMEA2401260	ERX425398	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459051/ERR459051.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459051	wt_sample181
ERR458552	SAMEA2400756	ERX424899	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458552/ERR458552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458552	mu_sample53
ERR458553	SAMEA2400757	ERX424900	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458553/ERR458553.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458553	mu_sample54
ERR458887	SAMEA2401096	ERX425234	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458887/ERR458887.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458887	wt_sample17
ERR458559	SAMEA2400763	ERX424906	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458559/ERR458559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458559	mu_sample60
ERR458893	SAMEA2401102	ERX425240	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458893/ERR458893.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458893	wt_sample23
ERR459053	SAMEA2401262	ERX425400	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459053/ERR459053.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459053	wt_sample183
ERR458562	SAMEA2400766	ERX424909	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458562/ERR458562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458562	mu_sample63
ERR458895	SAMEA2401104	ERX425242	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458895/ERR458895.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458895	wt_sample25
ERR459054	SAMEA2401263	ERX425401	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459054/ERR459054.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459054	wt_sample184
ERR458564	SAMEA2400768	ERX424911	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458564/ERR458564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458564	mu_sample65
ERR458897	SAMEA2401106	ERX425244	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458897/ERR458897.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458897	wt_sample27
ERR459061	SAMEA2401270	ERX425408	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459061/ERR459061.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459061	wt_sample191
ERR458567	SAMEA2400771	ERX424914	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458567/ERR458567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458567	mu_sample68
ERR458904	SAMEA2401113	ERX425251	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458904/ERR458904.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458904	wt_sample34
ERR458910	SAMEA2401119	ERX425257	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458910/ERR458910.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458910	wt_sample40
ERR458569	SAMEA2400773	ERX424916	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458569/ERR458569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458569	mu_sample70
ERR459067	SAMEA2401276	ERX425414	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459067/ERR459067.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459067	wt_sample197
ERR458911	SAMEA2401120	ERX425258	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458911/ERR458911.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458911	wt_sample41
ERR458572	SAMEA2400776	ERX424919	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458572/ERR458572.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458572	mu_sample73
ERR459068	SAMEA2401277	ERX425415	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459068/ERR459068.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459068	wt_sample198
ERR458917	SAMEA2401126	ERX425264	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458917/ERR458917.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458917	wt_sample47
ERR459071	SAMEA2401280	ERX425418	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459071/ERR459071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459071	wt_sample201
ERR458573	SAMEA2400777	ERX424920	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458573/ERR458573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458573	mu_sample74
ERR458918	SAMEA2401127	ERX425265	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458918/ERR458918.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458918	wt_sample48
ERR458574	SAMEA2400778	ERX424921	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458574/ERR458574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458574	mu_sample75
ERR459073	SAMEA2401282	ERX425420	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459073/ERR459073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459073	wt_sample203
ERR458919	SAMEA2401128	ERX425266	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458919/ERR458919.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458919	wt_sample49
ERR459077	SAMEA2401286	ERX425424	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459077/ERR459077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459077	wt_sample207
ERR458577	SAMEA2400781	ERX424924	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458577/ERR458577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458577	mu_sample78
ERR458920	SAMEA2401129	ERX425267	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458920/ERR458920.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458920	wt_sample50
ERR459080	SAMEA2401289	ERX425427	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459080/ERR459080.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459080	wt_sample210
ERR458580	SAMEA2400784	ERX424927	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458580/ERR458580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458580	mu_sample81
ERR459087	SAMEA2401296	ERX425434	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459087/ERR459087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459087	wt_sample217
ERR458921	SAMEA2401130	ERX425268	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458921/ERR458921.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458921	wt_sample51
ERR458582	SAMEA2400786	ERX424929	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458582/ERR458582.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458582	mu_sample83
ERR459088	SAMEA2401297	ERX425435	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459088/ERR459088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459088	wt_sample218
ERR458922	SAMEA2401131	ERX425269	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458922/ERR458922.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458922	wt_sample52
ERR458590	SAMEA2400794	ERX424937	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458590/ERR458590.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458590	mu_sample91
ERR459091	SAMEA2401300	ERX425438	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459091/ERR459091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459091	wt_sample221
ERR458923	SAMEA2401132	ERX425270	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458923/ERR458923.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458923	wt_sample53
ERR458592	SAMEA2400796	ERX424939	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458592/ERR458592.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458592	mu_sample93
ERR459092	SAMEA2401301	ERX425439	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459092/ERR459092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459092	wt_sample222
ERR459093	SAMEA2401302	ERX425440	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459093/ERR459093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459093	wt_sample223
ERR458594	SAMEA2400798	ERX424941	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458594/ERR458594.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458594	mu_sample95
ERR458925	SAMEA2401134	ERX425272	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458925/ERR458925.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458925	wt_sample55
ERR459096	SAMEA2401305	ERX425443	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459096/ERR459096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459096	wt_sample226
ERR458596	SAMEA2400800	ERX424943	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458596/ERR458596.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458596	mu_sample97
ERR458926	SAMEA2401135	ERX425273	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458926/ERR458926.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458926	wt_sample56
ERR459098	SAMEA2401307	ERX425445	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459098/ERR459098.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459098	wt_sample228
ERR459099	SAMEA2401308	ERX425446	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459099/ERR459099.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459099	wt_sample229
ERR458603	SAMEA2400807	ERX424950	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458603/ERR458603.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458603	mu_sample104
ERR459104	SAMEA2401313	ERX425451	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459104/ERR459104.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459104	wt_sample234
ERR458605	SAMEA2400809	ERX424952	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458605/ERR458605.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458605	mu_sample106
ERR459105	SAMEA2401314	ERX425452	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459105/ERR459105.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459105	wt_sample235
ERR458607	SAMEA2400811	ERX424954	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458607/ERR458607.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458607	mu_sample108
ERR458927	SAMEA2401136	ERX425274	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458927/ERR458927.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458927	wt_sample57
ERR459106	SAMEA2401315	ERX425453	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459106/ERR459106.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459106	wt_sample236
ERR459107	SAMEA2401316	ERX425454	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459107/ERR459107.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459107	wt_sample237
ERR458929	SAMEA2401138	ERX425276	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458929/ERR458929.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458929	wt_sample59
ERR458610	SAMEA2400814	ERX424957	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458610/ERR458610.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458610	mu_sample111
ERR459110	SAMEA2401319	ERX425457	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459110/ERR459110.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459110	wt_sample240
ERR458930	SAMEA2401139	ERX425277	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458930/ERR458930.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458930	wt_sample60
ERR458612	SAMEA2400816	ERX424959	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458612/ERR458612.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458612	mu_sample113
ERR459116	SAMEA2401325	ERX425463	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459116/ERR459116.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459116	wt_sample246
ERR458932	SAMEA2401141	ERX425279	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458932/ERR458932.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458932	wt_sample62
ERR458613	SAMEA2400817	ERX424960	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458613/ERR458613.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458613	mu_sample114
ERR458936	SAMEA2401145	ERX425283	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458936/ERR458936.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458936	wt_sample66
ERR458614	SAMEA2400818	ERX424961	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458614/ERR458614.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458614	mu_sample115
ERR458940	SAMEA2401149	ERX425287	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458940/ERR458940.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458940	wt_sample70
ERR459120	SAMEA2401329	ERX425467	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459120/ERR459120.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459120	wt_sample250
ERR458941	SAMEA2401150	ERX425288	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458941/ERR458941.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458941	wt_sample71
ERR458615	SAMEA2400819	ERX424962	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458615/ERR458615.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458615	mu_sample116
ERR459121	SAMEA2401330	ERX425468	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459121/ERR459121.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459121	wt_sample251
ERR458943	SAMEA2401152	ERX425290	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458943/ERR458943.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458943	wt_sample73
ERR458616	SAMEA2400820	ERX424963	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458616/ERR458616.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458616	mu_sample117
ERR459126	SAMEA2401335	ERX425473	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459126/ERR459126.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459126	wt_sample256
ERR458947	SAMEA2401156	ERX425294	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458947/ERR458947.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458947	wt_sample77
ERR459128	SAMEA2401337	ERX425475	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459128/ERR459128.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459128	wt_sample258
ERR458948	SAMEA2401157	ERX425295	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458948/ERR458948.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458948	wt_sample78
ERR459130	SAMEA2401339	ERX425477	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459130/ERR459130.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459130	wt_sample260
ERR459134	SAMEA2401343	ERX425481	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459134/ERR459134.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459134	wt_sample264
ERR458951	SAMEA2401160	ERX425298	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458951/ERR458951.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458951	wt_sample81
ERR458621	SAMEA2400825	ERX424968	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458621/ERR458621.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458621	mu_sample122
ERR459148	SAMEA2401357	ERX425495	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459148/ERR459148.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459148	wt_sample278
ERR458952	SAMEA2401161	ERX425299	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458952/ERR458952.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458952	wt_sample82
ERR458627	SAMEA2400831	ERX424974	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458627/ERR458627.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458627	mu_sample128
ERR459149	SAMEA2401358	ERX425496	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459149/ERR459149.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459149	wt_sample279
ERR458629	SAMEA2400833	ERX424976	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458629/ERR458629.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458629	mu_sample130
ERR458955	SAMEA2401164	ERX425302	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458955/ERR458955.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458955	wt_sample85
ERR459152	SAMEA2401361	ERX425499	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459152/ERR459152.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459152	wt_sample282
ERR458956	SAMEA2401165	ERX425303	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458956/ERR458956.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458956	wt_sample86
ERR458633	SAMEA2400837	ERX424980	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458633/ERR458633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458633	mu_sample134
ERR459165	SAMEA2401374	ERX425512	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459165/ERR459165.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459165	wt_sample295
ERR458958	SAMEA2401167	ERX425305	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458958/ERR458958.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458958	wt_sample88
ERR459167	SAMEA2401376	ERX425514	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459167/ERR459167.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459167	wt_sample297
ERR458635	SAMEA2400839	ERX424982	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458635/ERR458635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458635	mu_sample136
ERR458963	SAMEA2401172	ERX425310	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458963/ERR458963.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458963	wt_sample93
